ENTITY_CD,ENTITY_NAME,YEAR,NUM_SUSPENSIONS,PER_SUSPENSIONS
331900010654,VAN SICLEN COMMUNITY MIDDLE SCHOOL,2016,15,5
331900010661,VISTA ACADEMY,2016,6,2
331900010662,LIBERTY AVENUE MIDDLE SCHOOL,2016,12,3
331900010663,SCHOOL OF THE FUTURE BROOKLYN,2016,5,3
331900010677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,2016,11,2
331900010678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,2016,4,2
331900011404,ACADEMY FOR YOUNG WRITERS,2016,23,4
331900011409,EAST NEW YORK FAMILY ACADEMY,2016,5,1
331900011422,SPRING CREEK COMMUNITY SCHOOL,2016,9,3
331900011502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2016,20,6
331900011504,HIGH SCHOOL FOR CIVIL RIGHTS,2016,17,6
331900011507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2016,11,3
331900011510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,2016,13,5
331900011583,MULTICULTURAL HIGH SCHOOL,2016,2,1
331900011615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2016,7,1
331900011618,ACADEMY OF INNOVATIVE TECHNOLOGY,2016,7,2
331900011639,BROOKLYN LAB SCHOOL,2016,20,6
331900011659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,2016,6,2
331900011660,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2016,14,3
331900011683,"SCHOOL FOR CLASSICS:  AN ACADEMY OF THINKERS, WRITERS AND PERFORMERS (THE)",2016,17,6
331900011764,URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTHCARE,2016,1,1
331900860880,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,2016,59,7
331900860891,UFT CHARTER SCHOOL,2016,35,10
331900860933,ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL,2016,37,5
331900860958,BROOKLYN SCHOLARS CHARTER SCHOOL,2016,24,4
331900860972,HYDE LEADERSHIP CHARTER SCHOOL OF BROOKLYN,2016,30,8
331900860973,IMAGINE ME LEADERSHIP CHARTER SCHOOL,2016,14,6
331900860997,INVICTUS PREPARATORY CHARTER SCHOOL,2016,42,14
331900861072,ACHIEVEMENT FIRST LINDEN CHARTER SCHOOL,2016,4,2
332000010000,NEW YORK CITY GEOGRAPHIC DISTRICT #20,2016,168,0
332000010030,PS/IS 30 MARY WHITE OVINGTON,2016,2,0
332000010062,JHS 62 DITMAS,2016,12,1
332000010104,PS/IS 104 FORT HAMILTON SCHOOL (THE),2016,2,0
332000010163,PS 163 BATH BEACH,2016,1,0
332000010170,RALPH A FABRIZIO SCHOOL,2016,2,0
332000010180,SEEALL ACADEMY (THE),2016,10,1
332000010186,PS 186 DR IRVING A GLADSTONE,2016,1,0
332000010192,PS 192 MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY,2016,1,0
332000010200,PS 200 BENSON SCHOOL,2016,4,0
332000010201,JHS 201 DYKER HEIGHTS (THE),2016,1,0
332000010220,JHS 220 JOHN J PERSHING,2016,8,1
332000010223,JHS 223 MONTAUK (THE),2016,11,1
332000010227,JHS 227 EDWARD B SHALLOW,2016,15,1
332000010259,JHS 259 WILLIAM MCKINLEY,2016,9,1
332000010506,PS 506 SCHOOL OF JOURNALISM AND TECHNOLOGY (THE),2016,2,0
332000010748,PS 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS,2016,2,0
332000011445,NEW UTRECHT HIGH SCHOOL,2016,20,1
332000011485,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOLOGY,2016,4,0
332000011490,FORT HAMILTON HIGH SCHOOL,2016,20,0
332000011505,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL,2016,40,1
332000011609,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,2016,1,0
332100010000,NEW YORK CITY GEOGRAPHIC DISTRICT #21,2016,292,1
332100010090,PS 90 EDNA COHEN SCHOOL,2016,5,1
332100010095,PS 95 GRAVESEND (THE),2016,2,0
332100010096,IS 96 SETH LOW,2016,20,3
332100010097,PS 97 HIGHLAWN (THE),2016,3,0
332100010098,IS 98 BAY ACADEMY,2016,1,0
332100010099,PS 99 ISAAC ASIMOV,2016,11,1
332100010100,PS 100 CONEY ISLAND SCHOOL (THE),2016,2,0
332100010177,PS 177 MARLBORO (THE),2016,1,0
332100010188,PS 188 MICHAEL E BERDY,2016,11,2
332100010209,PS 209 MARGARET MEAD,2016,1,0
332100010212,PS 212 LADY DEBORAH MOODY,2016,2,0
332100010215,PS 215 MORRIS H WEISS,2016,1,0
332100010216,PS 216 ARTURO TOSCANINI,2016,1,0
332100010225,PS 225 EILEEN E ZAGLIN (THE),2016,3,0
332100010228,IS 228 DAVID A BOODY,2016,15,1
332100010238,PS 238 ANNE SULLIVAN,2016,4,1
332100010239,MARK TWAIN IS 239 FOR THE GIFTED AND TALENTED,2016,5,0
332100010281,IS 281 JOSEPH B CAVALLARO,2016,15,1
332100010288,PS 288 SHIRLEY TANYHILL (THE),2016,12,2
332100010303,IS 303 HERBERT S EISENBERG,2016,6,1
332100010329,PS 329 SURFSIDE,2016,5,1
332100011337,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,2016,3,1
332100011344,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,2016,13,2
332100011348,HIGH SCHOOL OF SPORTS MANAGEMENT,2016,19,7
332100011410,ABRAHAM LINCOLN HIGH SCHOOL,2016,36,2
332100011468,KINGSBOROUGH EARLY COLLEGE SCHOOL,2016,7,1
332100011525,EDWARD R MURROW HIGH SCHOOL,2016,24,1
332100011540,JOHN DEWEY HIGH SCHOOL,2016,16,1
332100011559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,2016,4,1
332100011572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,2016,2,1
332100011620,WILLIAM E GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,2016,26,5
332100011690,BROOKLYN STUDIO SECONDARY SCHOOL,2016,13,1
332100011728,LIBERATION DIPLOMA PLUS,2016,3,2
332100860949,CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL,2016,130,17
332200010000,NEW YORK CITY GEOGRAPHIC DISTRICT #22,2016,172,1
332200010014,JHS 14 SHELL BANK,2016,9,2
332200010078,JHS 78 ROY H MANN,2016,10,2
332200010109,PS 109,2016,18,3
332200010139,PS 139 ALEXINE A FENTY,2016,10,1
332200010152,SCHOOL OF SCIENCE AND TECHNOLOGY,2016,4,1
332200010193,PS 193 GIL HODGES,2016,3,0
332200010195,PS 195 MANHATTAN BEACH,2016,1,0
332200010203,PS 203 FLOYD BENNETT SCHOOL,2016,5,1
332200010206,PS 206 JOSEPH F LAMB,2016,4,0
332200010207,PS 207 ELIZABETH G LEARY,2016,1,0
332200010222,PS 222 KATHERINE R SNYDER,2016,1,0
332200010234,JHS 234 ARTHUR W CUNNINGHAM,2016,5,0
332200010236,PS 236 MILL BASIN,2016,1,0
332200010240,ANDRIES HUDDE SCHOOL,2016,12,1
332200010251,PS 251 PAERDEGAT,2016,3,1
332200010254,PS 254 DAG HAMMARSKJOLD,2016,1,0
332200010255,PS 255 BARBARA REING SCHOOL,2016,1,0
332200010269,PS 269 NOSTRAND,2016,7,2
332200010278,JHS 278 MARINE PARK,2016,18,2
332200010312,PS 312 BERGEN BEACH,2016,1,0
332200010315,PS 315,2016,1,0
332200010361,PS 361 EAST FLATBUSH EARLY CHILDHOOD SCHOOL,2016,2,0
332200010381,IS 381,2016,8,3
332200011405,MIDWOOD HIGH SCHOOL,2016,13,0
332200011425,JAMES MADISON HIGH SCHOOL,2016,20,1
332200011535,LEON M GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,2016,7,1
332200011555,BROOKLYN COLLEGE ACADEMY,2016,1,0
332200011611,ORIGINS HIGH SCHOOL,2016,4,1
332200011630,PROFESSIONAL PATHWAYS HIGH SCHOOL,2016,1,1
332200860955,HEBREW LANGUAGE ACADEMY CHARTER SCHOOL,2016,1,0
332200860978,BROOKLYN DREAMS CHARTER SCHOOL,2016,23,3
332200861051,NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES III,2016,39,11
332200861053,NEW VISIONS CHARTER HIGH SCHOOL FOR ADVANCE MATH AND SCIENCE III,2016,9,3
332200861076,SUCCESS ACADEMY CS - BERGEN BEACH,2016,28,11
332300010000,NEW YORK CITY GEOGRAPHIC DISTRICT #23,2016,179,2
332300010041,PS 41 FRANCIS WHITE,2016,8,2
332300010137,PS/IS 137 RACHAEL JEAN MITCHELL,2016,8,3
332300010150,PS 150 CHRISTOPHER,2016,3,2
332300010156,PS 156 WAVERLY,2016,1,0
332300010165,PS 165 IDA POSNER,2016,8,2
332300010178,PS 178 SAINT CLAIR MCKELWAY,2016,10,3
332300010184,PS 184 NEWPORT,2016,2,0
332300010284,PS 284 LEW WALLACE,2016,20,4
332300010323,PS/IS 323,2016,1,0
332300010327,PS 327 DR ROSE B ENGLISH,2016,23,5
332300010363,BROWNSVILLE COLLABORATIVE MIDDLE SCHOOL,2016,1,1
332300010401,CHRISTOPHER AVENUE COMMUNITY SCHOOL,2016,6,2
332300010446,RIVERDALE AVENUE COMMUNITY SCHOOL,2016,10,3
332300010514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,2016,5,2
332300010518,KNOWLEDGE AND POWER PREP ACADEMY V,2016,2,1
332300010522,MOTT HALL IV,2016,12,7
332300010664,BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL (BEES),2016,2,2
332300010668,RIVERDALE AVENUE MIDDLE SCHOOL,2016,9,8
332300010671,MOTT HALL BRIDGES ACADEMY,2016,9,4
332300011493,BROOKLYN COLLEGIATE-A COLLEGE BOARD SCHOOL,2016,13,4
332300011643,BROOKLYN DEMOCRACY ACADEMY,2016,3,2
332300011646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,2016,3,1
332300011647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,2016,10,6
332300011697,TEACHERS PREPARATORY HIGH SCHOOL,2016,10,3
332300860912,ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,2016,105,13
332300860936,OCEAN HILL COLLEGIATE CHARTER SCHOOL,2016,7,2
332300860939,BROWNSVILLE COLLEGIATE  CHARTER SCHOOL,2016,19,4
332300860941,LEADERSHIP PREPARATORY OCEAN HILL CHARTER SCHOOL,2016,29,4
332300860942,LEADERSHIP PREPARATORY BROWNSVILLE CHARTER SCHOOL,2016,13,2
332300860954,BROWNSVILLE ASCEND CHARTER SCHOOL,2016,62,7
332300861007,ROADS CHARTER SCHOOL 1,2016,106,44
332300861050,CENTRAL BROOKLYN ASCEND CHARTER,2016,11,5
333200010000,NEW YORK CITY GEOGRAPHIC DISTRICT #32,2016,149,1
333200010045,PS/IS 45 HORACE E GREENE,2016,6,1
333200010123,PS 123 SUYDAM,2016,1,0
333200010162,JHS 162 WILLOUGHBY (THE),2016,7,1
333200010291,JHS 291 ROLAND HAYES,2016,10,3
333200010299,PS 299 THOMAS WARREN FIELD SCHOOL,2016,2,1
333200010347,IS 347 SCHOOL OF HUMANITIES,2016,4,1
333200010349,"IS 349 MATH, SCIENCE AND TECHNOLOGY",2016,4,1
333200010377,PS 377 ALEJANDINA B DE GAUTIER,2016,7,2
333200010383,JHS 383 PHILIPPA SCHUYLER,2016,9,1
333200010384,PS/IS 384 FRANCES E CARTER,2016,7,1
333200010562,EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION,2016,4,1
333200010564,BUSHWICK COMMUNITY HIGH SCHOOL,2016,3,1
333200011168,BROOKLYN SCHOOL FOR MATH AND RESEARCH (THE),2016,2,1
333200011403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,2016,17,5
333200011545,EBC HIGH SCHOOL FOR PUBLIC SERVICE-BUSHWICK,2016,13,2
333200011549,BUSHWICK SCHOOL FOR SOCIAL JUSTICE,2016,34,9
333200011552,ACADEMY OF URBAN PLANNING,2016,8,3
333200011554,ALL CITY LEADERSHIP SECONDARY SCHOOL,2016,1,0
333200011556,BUSHWICK LEADERS HS FOR ACADEMIC EXCELLENCE,2016,10,4
333200860906,ACHIEVEMENT FIRST BUSHWICK CHARTER SCHOOL,2016,68,6
333200860987,BUSHWICK ASCEND CHARTER SCHOOL,2016,44,6
333200861045,ACHIEVEMENT FIRST NORTH BROOKLYN PREP CHARTER SCHOOL,2016,2,1
333200861059,"MATH, ENGINEERING AND SCIENCE ACADEMY CHARTER HIGH SCHOOL",2016,33,9
342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,2016,235,0
342400010005,IS 5 THE WALTER CROWLEY INTERMEDIATE SCHOOL,2016,6,0
342400010014,PS 14 FAIRVIEW,2016,1,0
342400010016,PS 16 NANCY DEBENEDITTIS SCHOOL (THE),2016,1,0
342400010049,PS 49 DOROTHY BONAWIT KOLE,2016,1,0
342400010058,PS 58 SCHOOL OF HEROES,2016,1,0
342400010061,IS 61 LEONARDO DA VINCI,2016,19,1
342400010068,PS 68 CAMBRIDGE,2016,4,1
342400010071,PS 71 FOREST,2016,3,0
342400010073,IS 73 FRANK SANSIVIERI INTERMEDIATE SCHOOL  (THE),2016,23,1
342400010077,IS 77,2016,11,1
342400010081,PS 81 JEAN PAUL RICHTER,2016,1,0
342400010087,PS/IS 87 MIDDLE VILLAGE,2016,1,0
342400010088,PS 88 SENECA,2016,5,0
342400010091,PS 91 RICHARD ARKWRIGHT,2016,3,0
342400010093,IS 93 RIDGEWOOD,2016,6,1
342400010102,PS 102 BAYVIEW,2016,2,0
342400010113,PS/IS 113 ANTHONY J PRANZO,2016,2,0
342400010119,IS 119 GLENDALE (THE),2016,11,1
342400010125,IS 125 THOMAS J MCCANN WOODSIDE,2016,16,1
342400010143,PS 143 LOUIS ARMSTRONG,2016,3,0
342400010239,PS 239,2016,2,0
342400010311,CORONA ARTS AND SCIENCES ACADEMY,2016,2,1
342400010330,PS 330,2016,1,0
342400011267,HIGH SCHOOL OF APPLIED COMMUNICATIONS,2016,7,2
342400011293,CIVIC LEADERSHIP ACADEMY,2016,4,1
342400011455,NEWTOWN HIGH SCHOOL,2016,13,1
342400011485,GROVER CLEVELAND HIGH SCHOOL,2016,43,3
342400011530,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,2016,3,1
342400011550,HIGH SCHOOL FOR ARTS AND BUSINESS,2016,13,2
342400011560,ROBERT F WAGNER JR SECONDARY SCHOOL-ARTS AND TECHNOLOGY,2016,1,0
342400011585,MASPETH HIGH SCHOOL,2016,10,1
342400011600,QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL,2016,13,1
342400011610,AVIATION CAREER AND TECHNICAL HIGH SCHOOL,2016,3,0
342400861048,MIDDLE VILLAGE PREPARATORY CHARTER SCHOOL,2016,10,3
342500010000,NEW YORK CITY GEOGRAPHIC DISTRICT #25,2016,237,1
342500010021,PS 21 EDWARD HART,2016,1,0
342500010024,PS 24 ANDREW JACKSON,2016,1,0
342500010025,IS 25 ADRIEN BLOCK,2016,4,0
342500010165,PS 165 EDITH K BERGTRAUM,2016,4,1
342500010185,JHS 185 EDWARD BLEEKER,2016,10,1
342500010189,JHS 189 DANIEL CARTER BEARD,2016,7,1
342500010194,JHS 194 WILLIAM CARR,2016,11,1
342500010200,PS/MS 200 POMONOK SCHOOL AND STAR ACADEMY (THE),2016,4,1
342500010201,PS 201 DISCOVERY SCHOOL FOR INQUIRY AND RESEARCH (THE),2016,2,0
342500010209,PS 209 CLEARVIEW GARDENS,2016,2,0
342500010219,PS 219 PAUL KLAPPER,2016,4,1
342500010237,IS 237,2016,14,1
342500010250,IS 250 ROBERT F KENNEDY COMMUNITY MIDDLE SCHOOL (THE),2016,8,2
342500010294,BELL ACADEMY,2016,4,1
342500011240,VERITAS ACADEMY,2016,5,1
342500011241,QUEENS HIGH SCHOOL FOR LANGUAGE STUDIES,2016,1,0
342500011252,QUEENS SCHOOL OF INQUIRY (THE),2016,1,0
342500011263,FLUSHING INTERNATIONAL HIGH SCHOOL,2016,2,0
342500011281,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,2016,6,1
342500011285,WORLD JOURNALISM PREPARATORY:  A COLLEGE BOARD SCHOOL,2016,6,1
342500011425,JOHN BOWNE HIGH SCHOOL,2016,93,3
342500011460,FLUSHING HIGH SCHOOL,2016,11,1
342500011540,QUEENS ACADEMY HIGH SCHOOL,2016,12,3
342500011670,ROBERT F KENNEDY COMMUNITY HIGH SCHOOL,2016,17,2
342500011792,NORTH QUEENS COMMUNITY HIGH SCHOOL,2016,7,4
342600010000,NEW YORK CITY GEOGRAPHIC DISTRICT #26,2016,159,1
342600010018,PS 18 WINCHESTER,2016,1,0
342600010067,JHS 67 LOUIS PASTEUR,2016,4,0
342600010074,JHS 74 NATHANIEL HAWTHORNE,2016,2,0
342600010158,MS 158 MARIE CURIE,2016,5,0
342600010162,PS 162 JOHN GOLDEN,2016,1,0
342600010172,IRWIN ALTMAN MIDDLE SCHOOL 172,2016,10,1
342600010173,PS 173 FRESH MEADOW,2016,1,0
342600010178,PS/IS 178 HOLLISWOOD,2016,3,1
342600010216,JHS 216 GEORGE J RYAN,2016,8,1
342600010266,PS/IS 266,2016,1,0
342600011315,BUSINESS TECHNOLOGY EARLY COLLEGE HIGH SCHOOL,2016,11,5
342600011415,BENJAMIN N CARDOZO HIGH SCHOOL,2016,43,1
342600011430,FRANCIS LEWIS HIGH SCHOOL,2016,15,0
342600011435,MARTIN VAN BUREN HIGH SCHOOL,2016,24,2
342600011495,BAYSIDE HIGH SCHOOL,2016,22,1
342600011566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND SCIENCES",2016,8,1
342700010000,NEW YORK CITY GEOGRAPHIC DISTRICT #27,2016,436,1
342700010042,PS/MS 42 R VERNAM,2016,20,3
342700010043,PS 43,2016,36,4
342700010045,PS 45 CLARENCE WITHERSPOON,2016,2,1
342700010053,MS 53 BRIAN PICCOLO,2016,9,3
342700010090,PS 90 HORACE MANN,2016,3,0
342700010100,PS 100 GLEN MORRIS,2016,2,0
342700010104,PS 104 BAYS WATER (THE),2016,2,0
342700010105,PS 105 BAY SCHOOL (THE),2016,25,3
342700010106,PS 106,2016,6,3
342700010123,PS 123,2016,3,0
342700010124,PS 124 OSMOND A CHURCH,2016,8,1
342700010137,MS 137 AMERICA'S SCHOOL OF HEROES,2016,17,1
342700010146,PS 146 HOWARD BEACH,2016,1,0
342700010183,PS 183 DR RICHARD R GREEN,2016,24,4
342700010197,PS 197 OCEAN SCHOOL (THE),2016,2,0
342700010202,JHS 202 ROBERT H GODDARD,2016,15,1
342700010207,PS 207 ROCKWOOD PARK,2016,1,0
342700010210,JHS 210 ELIZABETH BLACKWELL,2016,26,1
342700010223,PS 223 LYNDON B JOHNSON,2016,5,1
342700010226,JHS 226 VIRGIL I GRISSON,2016,16,2
342700010232,PS 232 LINDENWOOD,2016,1,0
342700010253,PS 253,2016,2,0
342700010297,HAWTREE CREEK MIDDLE SCHOOL,2016,6,2
342700010306,NEW YORK CITY ACADEMY FOR DISCOVERY,2016,1,0
342700010314,EPIC HIGH SCHOOL-SOUTH,2016,1,1
342700010318,WATERSIDE SCHOOL FOR LEADERSHIP,2016,17,8
342700010319,VILLAGE ACADEMY,2016,18,6
342700010323,SCHOLARS' ACADEMY,2016,2,0
342700010333,GOLDIE MAPLE ACADEMY,2016,4,1
342700010362,WAVE PREPARATORY ELEMENTARY SCHOOL,2016,2,0
342700011260,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,2016,23,6
342700011261,VOYAGES PREP-SOUTH QUEENS,2016,4,2
342700011262,CHANNEL VIEW SCHOOL FOR RESEARCH,2016,4,1
342700011302,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH AND TECHNOLOGY",2016,10,2
342700011308,ROBERT H GODDARD HIGH SCHOOL FOR COMM ARTS 7 & TECHNOLOGY,2016,10,2
342700011309,ACADEY OF MEDICAL TECHNOLOGY - A COLLEGE BOARD SCHOOL,2016,7,1
342700011324,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAINABILITY,2016,17,5
342700011351,ROCKAWAY COLLEGIATE HIGH SCHOOL,2016,14,4
342700011400,AUGUST MARTIN HIGH SCHOOL,2016,16,3
342700011475,RICHMOND HILL HIGH SCHOOL,2016,18,1
342700011480,JOHN ADAMS HIGH SCHOOL,2016,21,1
342700011650,"HIGH SCH-CONSTRUCTION, TRADES, ENGINEERING & ARCHITECTURE",2016,15,2
342700860869,PENINSULA PREPARATORY ACADEMY CHARTER SCHOOL,2016,9,3
342700860990,CHALLENGE PREPARATORY CHARTER SCHOOL,2016,8,1
342700861054,NEW VISIONS CHTR HS-ADV MA/SCI IV,2016,11,9
342800010000,NEW YORK CITY GEOGRAPHIC DISTRICT #28,2016,220,1
342800010008,JHS 8 RICHARD S GROSSLEY,2016,12,3
342800010040,PS 40 SAMUEL HUNTINGTON,2016,1,0
342800010050,PS 50 TALFOURD LAWN ELEMENTARY SCHOOL,2016,2,0
342800010054,PS 54 HILLSIDE,2016,1,0
342800010072,CATHERINE AND COUNT BASIE MIDDLE SCHOOL 72,2016,29,5
342800010080,PS 80 THURGOOD MARSHALL MAGNET OF MULTIMEDIA,2016,10,2
342800010117,PS 117 J KELD/BRIARWOOD SCHOOL,2016,1,0
342800010121,PS 121,2016,3,0
342800010140,PS 140 EDWARD K ELLINGTON,2016,6,1
342800010157,JHS 157 STEPHEN A HALSEY,2016,5,0
342800010160,PS 160 WALTER FRANCIS BISHOP,2016,2,0
342800010174,PS 174 WILLIAM SIDNEY MOUNT,2016,1,0
342800010182,PS 182 SAMANTHA SMITH,2016,1,0
342800010190,JHS 190 RUSSELL SAGE,2016,30,3
342800010217,JHS 217 ROBERT A VAN WYCK,2016,15,1
342800010220,PS 220 EDWARD MANDEL,2016,1,0
342800010287,EMERSON SCHOOL (THE),2016,14,4
342800010332,REDWOOD MIDDLE SCHOOL,2016,2,1
342800010354,PS 354,2016,4,1
342800010358,MS 358,2016,5,4
342800011167,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,2016,7,1
342800011284,YORK EARLY COLLEGE ACADEMY,2016,8,1
342800011310,QUEENS COLLEGIATE - A COLLEGE BOARD SCHOOL,2016,11,2
342800011325,HILLSIDE ARTS AND LETTERS ACADEMY,2016,5,1
342800011328,HIGH SCHOOL FOR COMMUNITY LEADERSHIP,2016,2,0
342800011350,JAMAICA GATEWAY TO THE SCIENCES,2016,5,1
342800011440,FOREST HILLS HIGH SCHOOL,2016,1,0
342800011620,THOMAS A EDISON CAREER AND TECHNICAL HIGH SCHOOL,2016,13,1
342800011686,QUEENS METROPOLITAN HIGH SCHOOL,2016,9,1
342800011687,QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEGE,2016,1,0
342800011690,HS FOR LAW ENFORCEMENT AND PUBLIC SAFETY,2016,12,2
342800011896,YOUNG WOMEN'S LEADERSHIP SCHOOL OF QUEENS,2016,1,0
342800860969,ROCHDALE EARLY ADVANTAGE CHARTER SCHOOL,2016,12,5
342900010000,NEW YORK CITY GEOGRAPHIC DISTRICT #29,2016,334,1
342900010015,PS 15 JACKIE ROBINSON,2016,4,1
342900010034,PS 34 JOHN HARVARD,2016,3,1
342900010036,PS 36 ST ALBANS SCHOOL,2016,1,0
342900010037,CYNTHIA JENKINS SCHOOL,2016,4,1
342900010038,PS 38 ROSEDALE,2016,1,0
342900010052,PS 52,2016,2,0
342900010059,IS 59 SPRINGFIELD GARDENS,2016,2,0
342900010109,JEAN NUZZI INTERMEDIATE SCHOOL,2016,19,2
342900010116,PS/IS 116 WILLIAM C HUGHLEY,2016,4,1
342900010118,PS 118 LORRAINE HANSBERRY,2016,5,1
342900010134,PS 134 HOLLIS,2016,1,0
342900010135,BELLAIRE SCHOOL (THE),2016,3,0
342900010136,PS 136 ROY WILKINS,2016,4,1
342900010138,PS/MS 138 SUNRISE,2016,4,1
342900010147,PS/MS 147 RONALD MCNAIR,2016,15,2
342900010156,PS 156 LAURELTON,2016,1,0
342900010176,PS 176 CAMBRIA HEIGHTS,2016,1,0
342900010192,IS 192 LINDEN (THE),2016,11,2
342900010208,PS/IS 208,2016,4,1
342900010238,IS 238 SUSAN B ANTHONY ACADEMY,2016,38,3
342900010268,PS/IS 268,2016,4,1
342900010270,GORDON PARKS SCHOOL (THE),2016,1,0
342900010289,QUEENS UNITED MIDDLE SCHOOL,2016,2,1
342900010295,PS/IS 295,2016,3,1
342900010355,COLLABORATIVE ARTS MIDDLE SCHOOL,2016,17,4
342900010356,COMMUNITY VOICES MIDDLE SCHOOL,2016,15,4
342900011243,INSTITUTE FOR HEALTH PROFESSIONALS AT CAMBRIA HEIGHTS,2016,12,4
342900011248,QUEENS PREPARATORY ACADEMY,2016,32,7
342900011259,PATHWAYS COLLEGE PREPARATORY SCHOOL:  A COLLEGE BOARD SCHOOL,2016,7,1
342900011265,EXCELSIOR PREPARATORTY HIGH SCHOOL,2016,19,4
342900011272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,2016,17,3
342900011283,PREPARATORY ACADEMY FOR WRITERS:  A COLLEGE BOARD SCHOOL,2016,13,2
342900011313,BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE AND INFORMATION TECHNOLOGY,2016,8,4
342900011326,CAMBRIA HEIGHTS ACADEMY,2016,14,3
342900011327,EAGLE ACADEMY FOR YOUNG MEN III,2016,18,4
342900011492,MATH/SCIENCE RESEARCH AND TECHNOLOGY MAGNET HS,2016,10,2
342900011498,HUMANITIES AND ARTS MAGNET HIGH SCHOOL,2016,15,3
342900860974,RIVERTON STREET CHARTER SCHOOL,2016,12,1
342900861077,SUCCESS ACADEMY CS - ROSEDALE,2016,20,8
342900861078,SUCCESS ACADEMY CHARTER SCHOOL - SPRINGFIELD,2016,16,7
343000010000,NEW YORK CITY GEOGRAPHIC DISTRICT #30,2016,235,1
343000010010,IS 10 HORACE GREELEY,2016,4,0
343000010017,PS 17 HENRY DAVID THOREAU,2016,1,0
343000010070,PS 70,2016,1,0
343000010092,PS 92 HARRY T STEWART SR,2016,1,0
343000010111,PS 111 JACOB BLACKWELL,2016,5,2
343000010112,PS 112 DUTCH KILLS,2016,3,1
343000010126,ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS,2016,19,3
343000010127,PS 127 AEROSPACE SCIENCE MAGNET,2016,8,1
343000010141,IS 141 STEINWAY (THE),2016,7,1
343000010145,IS 145 JOSEPH PULITZER,2016,7,0
343000010151,PS 151 MARY D CARTER,2016,2,1
343000010166,PS 166 HENRY GRADSTEIN,2016,3,0
343000010171,PS 171 PETER G VAN ALST,2016,3,1
343000010204,IS 204 OLIVER W HOLMES,2016,14,3
343000010212,PS 212,2016,1,0
343000010230,IS 230,2016,5,0
343000010234,PS 234,2016,1,0
343000010291,HUNTERS POINT COMMUNITY MIDDLE SCHOOL,2016,7,2
343000010329,EAST ELMHURST COMMUNITY SCHOOL,2016,1,0
343000011227,IS 227 LOUIS ARMSTRONG,2016,3,0
343000011258,ENERGY TECH HIGH SCHOOL,2016,4,1
343000011301,ACADEMY FOR CAREERS IN TELEVISION AND FILM,2016,1,0
343000011445,WILLIAM CULLEN BRYANT HIGH SCHOOL,2016,51,2
343000011450,LONG ISLAND CITY HIGH SCHOOL,2016,48,2
343000011501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,2016,6,1
